,Applicant_Id,Job_Roles,Percentage,text
175,279,Analyst,64.12,"B.SC Mathematics Maple,Matlab,Excel,Mathematical Reasoning,Mathematical Modeling Teaching;Data Analysis Building Rapport;Gathering Informing"
176,283,Web Developer,75.9,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Analytic Thinking"
177,284,Clinical Psychologist,75.05,B.A Psychology Communication;Patience;Ethics;Customer Service;Problem-Solving;Emotional Stability;Compassion;Listening Research Problem Solving skills;Communication Skills
178,286,Mechanical Design Engineer,68.3,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Interpersonal Skills;Active Listening"
179,287,Wireless Communications Engineer,72.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Interpersonal Skills;Negotiation Skills
180,288,Matlab Associate,83.0,"B.SC Mathematics Maple,Matlab,Excel,Mathematical Reasoning,Mathematical Modeling Teaching;Data Analysis Wealth Management;Negotiation Skills"
181,291,Civil Servant,85.5,B.A Political Science Leadership Skills;Mass Communication;Government Policies;Law and Order;Administrative Skills;Communication Skills Law;Content Writing Building Rapport;Critical Thinking
182,292,Java Developer,65.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Gathering Informing"
183,293,Historian,65.0,"B.A History Archaeology;Journalism,Publishing,News Presentation,Teaching,Campaigning,Government Policies,Civil & Criminal Law Content Creation Risk Managing;Communication Skills"
184,294,Computer Systems Analyst,74.1,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Negotiation Skills"
185,298,Quantitative Analytics Specialist,63.36,"B.SC Mathematics Maple,Matlab,Excel,Mathematical Reasoning,Mathematical Modeling Teaching;Data Analysis News Gathering;Communication Skills"
186,299,Web Developer ,69.92,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation News Gathering;Analytic Thinking"
187,300,IT Supervisor,67.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Logical Skills;Accounting Skills"
188,302,Qualitative Analyst,67.4,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Wealth Management;Active Listening"
189,303,Mechanical Engineer,73.72,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Presentation Skills;People Management"
190,305,Mobile Application Developer,82.17,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Communication Skills"
191,307,Finance consultant ,66.5,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Leadership;Active Listening"
192,308,Proof Reader,75.0,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Presentation Skills;Gathering Informing"
193,309,News Editor,71.25,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Leadership;People Management"
194,310,Sales Analyst,66.0,"B.COM Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Entrepreneurship;Financial Analysis Presentation Skills;Negotiation Skills"
195,312,Mechanical Engineer,73.15,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation News Gathering;Gathering Informing"
196,313,Research and Development,81.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Team work;Accounting Skills
197,315,Microsite Engineer,65.55,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Presentation Skills;Gathering Informing"
198,316,Business Analyst,63.17,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Problem Solving Skills;Analytic Thinking"
199,317,Technician,75.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Team work;Critical Thinking"
200,318,Chemical Engineer,70.0,"B.TECH Chemical Engineering Reservoir Characterization,Petrel,AFE,Economic Analysis, BLM, Aries,Production Operations,Cost Estimates Biotechnology Team work;People Management"
201,320,Accounts Executive,72.2,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,Gaap,ERP Financial Analysis;Blockchain Risk Managing;Communication Skills"
202,321,SQL Developer,80.75,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;People Management"
203,323,Insurance consultant,76.0,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Presentation Skills;Critical Thinking"
204,324,Thermal Engineer,71.15,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Leadership;Active Listening"
205,325,Test Analyst,65.55,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Presentation Skills;Negotiation Skills"
206,326,Systems Architect,70.3,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Interpersonal Skills;Active Listening"
207,327,Communication Engineer,77.9,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Presentation Skills;Analytic Thinking
208,328,Mechanical Design Engineer,71.25,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Risk Managing;Critical Thinking"
209,330,HR Services,69.0,"B.B.A Management Communication,Customer Service,Human Resources,Store Management,Financial Statements,Conflict Resolution Entrepreneurship;Human Resources Logical Skills;Communication Skills"
210,331,CAE Engineer,85.5,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Wealth Management;Communication Skills"
211,332,AWS Architect,62.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Critical Thinking"
212,334,Tech Support and Repair,85.69,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;People Management"
213,336,Nertwork Engineer,68.4,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Observation Skills;Analytic Thinking
214,338,"
Cyber Security Analyst",65.61,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Critical Thinking"
215,339,Medical Writer,79.8,B.Pharmacy B.Pharmacy Life sciences; Pharmacovigilance;pharmacology; GMP; Pharmaceutics; Drug Discovery; Clinical Trials; Pharmacokinetics; Clinical Research; High-Performance Liquid Chromatography (HPLC); GCP;GLP; Research Presentation Skills;Communication Skills
216,340,PHP Developer,62.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Leadership;Analytic Thinking
217,341,Process Engineer,95.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Critical Thinking"
218,342,Teacher,78.85,"B.SC Mathematics Maple,Matlab,Excel,Mathematical Reasoning,Mathematical Modeling Teaching;Data Analysis Team work;Analytic Thinking"
219,343,Plastics Engineer,83.6,"B.E Chemical Engineering Reservoir Characterization,Petrel,AFE,Economic Analysis, BLM, Aries,Production Operations,Cost Estimates Biotechnology Building Rapport;People Management"
220,346,CAD Engineer,78.56,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Team work;Communication Skills"
221,347,Computer Software Engineer,80.75,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Problem Solving Skills;Critical Thinking"
222,348,PCB Designer,74.1,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;Gathering Informing"
223,350,Accountant,83.31,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Interpersonal Skills;Active Listening"
224,354,Process Engineer,79.8,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Logical Skills;Gathering Informing"
225,355,Associate consultant,98.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Negotiation Skills"
226,356,Associate consultant,69.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Work under Pressure;People Management"
227,358,Associate Consultant,85.5,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Accounting Skills"
228,359,Software Engineer,55.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;Accounting Skills"
229,361,Columnist,59.0,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Leadership;People Management"
230,365,Mobile Application Developer,87.59,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Presentation Skills;Communication Skills"
231,366,Model Validation Analyst,69.0,"B.SC Statistics Analytical research skills;Data Analysis;Machine Learning,Calculus;Spss;Hypothesis Data Science;Data Analysis;Research Presentation Skills;Analytic Thinking"
232,367,Security Software Engineer,45.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Work under Pressure;People Management"
233,368,FinOps Analyst,69.35,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Wealth Management;Analytic Thinking"
234,369,Insurance consultant,78.18,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Wealth Management;Negotiation Skills"
235,372,Data Scientist,71.25,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Work under Pressure;Active Listening"
236,373,Environmental Engineer,74.1,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Work under Pressure;Gathering Informing"
237,374,SystemAdmin,78.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Building Rapport;Critical Thinking
238,378,Project Engineer,88.73,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Leadership;Gathering Informing"
239,380,Social Media Manager,58.61,B.A Political Science Contemporary Political Science;International Relations;Decision-making;Analytical Skills;Public speaking;Communication Skills Law;Content Writing Building Rapport;Communication Skills
240,381,Trainee and associates,78.85,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Active Listening"
241,382,Communication Engineer,74.1,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Risk Managing;Active Listening"
242,383,BIM Engineer,60.0,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Problem Solving skills;Communication Skills"
243,384,Data Engineer,70.775,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;People Management"
244,386,Construction Engineer,58.0,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Team work;Communication Skills"
245,387,DevOps Engineer,75.81,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Logical Skills;Communication Skills"
246,389,Associate software engineer,78.85,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Communication Skills"
247,391,Machine Operator,80.75,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Logical Skills;Active Listening"
248,392,UI/UX Developer,86.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Wealth Management;Accounting Skills"
249,394,Network Operator,68.4,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Risk Managing;Communication Skills
250,395,Research Associate,65.55,"B.SC Mathematics Maple,Matlab,Excel,Mathematical Reasoning,Mathematical Modeling Teaching;Data Analysis Work under Pressure;People Management"
251,396,Accountant,65.55,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Wealth Management;Critical Thinking"
252,397,FinOps Analyst,65.55,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Presentation Skills;Communication Skills"
253,398,Mechanical Engineer,60.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Presentation Skills;Gathering Informing"
254,399,ML Engineer,60.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Critical Thinking"
255,400,Python Developer,56.33,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Logical Skills;Accounting Skills
256,401,SQL/ETL Developer,75.0,"B.E Information Technology Database Management,Technical Support,C/C++,Linux,Troubleshooting,Active Directory,OS,User Accounts,Java;Cloud Computing;AWS Cyber Security;Information Technology;Blockchain Leadership;People Management"
257,402,PHP Developer,84.55,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Leadership;Negotiation Skills"
258,403,Plant Engineer,65.0,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Leadership;Negotiation Skills"
259,404,Tower Detailing Engineer,66.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Work under Pressure;Accounting Skills
260,407,Data Analyst,60.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Accounting Skills"
261,408,AWS Developer,57.08,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Critical Thinking"
262,410,Control Systems Engineer,79.8,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Problem Solving skills;Negotiation Skills"
263,412,PCB Designer,74.1,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Problem Solving Skills;Analytic Thinking"
264,413,Power Engineer,87.4,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Team work;Active Listening"
265,414,System Administrator,56.52,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Logical Skills;People Management"
266,417,JIRA Admin,88.16,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Leadership;Analytic Thinking"
267,418,Rams Engineer,70.0,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Wealth Management;Active Listening"
268,420,Editor,61.75,B.A English Written and oral communication skills;Public Speaking;Critical thinking;Behavior Assessment;Cognitive Skills;Teaching;Mass Communication Journalism Observation Skills;Analytic Thinking
269,422,Communications Engineer,78.85,"B.E Electronics and Communication Engineering C/C++,Java,MatLab,CAD,Control Sytems,Data structures,VLSI,PLC,Engineering Design,HDL,Digital signal processing,Networking Cyber Security;Information Technology;Blockchain Work under Pressure;Communication Skills"
270,423,Automobile Engineer,76.0,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Risk Managing;Negotiation Skills"
271,425,Pegasystems Developer,60.0,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Building Rapport;Communication Skills"
272,428,Associate Traffic Engineer,80.75,"B.E. Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Construction;Designing News Gathering;Accounting Skills"
273,429,Network Administrator,73.15,"B.C.A Internet Technologies Data Structures,Operating Systems, Database Management, User Interface Design, UNIX Programming,;C++;R;Linux;Python;Artificial Intelligence;Java Software;Web Designing;Animation Wealth Management;Active Listening"
274,431,Robotics Engineer,66.5,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Presentation Skills;People Management"
275,432,Technical Director,80.75,"B.E Electronics and Communication Engineering C/C++,Java,MatLab,CAD,Control Sytems,Data structures,VLSI,PLC,Engineering Design,HDL,Digital signal processing,Networking Cyber Security;Information Technology;Blockchain Leadership;Negotiation Skills"
276,433,Structural Engineer,65.83,"B.E Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Construction Team work;Negotiation Skills"
277,434,CAD Engineer,67.0,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Building Rapport;Accounting Skills"
278,435,Field Supervisor,67.0,"B.E Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Cyber Security;Information Technology;Blockchain Logical Skills;Active Listening"
